Protein FDR Confidence;Accession;Gene symbol;Protein evidence;Protein name;Exp. q-value;Sum PEP Score;Coverage;# Peptides;# PSMs;# Unique Peptides;# Protein Groups;# AAs;MW [kDa];calc. pI;Score Sequest HT;# Peptides Sequest HT;Score Mascot;# Peptides Mascot;Norm Intensity;iBAQ;Log2 iBAQ
;;;;;;;;;;;;;;;;;;;;;
High;NX_P45844-8;ABCG1;1;ATP-binding cassette sub-family G member 1 isoform Iso 8;0;12;3.82;1;1;1;1;785;86.6;8.05;3.86;1;0;1;309031.4623;10301.04874;13.33
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8TAP6-1;CEP76;1;Centrosomal protein of 76 kDa isoform Iso 1;0;12;3.64;1;3;1;1;659;74.4;6.74;4.6;1;0;1;1262327.926;36066.51218;15.14
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BWN1-1;PRR14;1;Proline-rich protein 14 isoform Iso 1;0;12;6.15;2;2;2;1;585;64.3;10.35;2.78;1;0;2;2204628.157;95853.39813;16.55
;;;;;;;;;;;;;;;;;;;;;
High;NX_O95251-1;KAT7;1;Histone acetyltransferase KAT7 isoform Iso 1;0;12;2.45;1;2;1;1;611;70.6;8.85;6.59;1;87;1;2976762.806;106312.9574;16.7
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q5XPI4-2;RNF123;1;E3 ubiquitin-protein ligase RNF123 isoform Iso 2;0;12;2.89;3;3;3;1;1316;148.9;6.83;4.07;3;0;3;1922330.379;36270.38451;15.15
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BV94-1;EDEM2;1;ER degradation-enhancing alpha-mannosidase-like protein 2 isoform Iso 1;0;12;4.84;2;3;2;1;578;64.7;5.31;4.96;2;0;2;2186571.213;104122.4387;16.67
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9H8J5-1;MANSC1;1;MANSC domain-containing protein 1 isoform Iso 1;0;12;7.19;2;4;2;1;431;46.8;6.54;11.35;2;0;2;4013940.254;267596.0169;18.03
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8N6S5-1;ARL6IP6;1;ADP-ribosylation factor-like protein 6-interacting protein 6 isoform Iso 1;0;12;20.8;2;3;2;1;226;24.7;6.33;;;0;2;2902307.398;414615.3426;18.66
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y3A2-1;UTP11;1;Probable U3 small nucleolar RNA-associated protein 11 isoform Iso 1;0;12;10.67;3;4;3;1;253;30.4;10.15;4.7;3;40;3;6378226.557;579838.7779;19.15
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9H009-1;NACA2;1;Nascent polypeptide-associated complex subunit alpha-2 isoform Iso 1;0;11;6.98;1;4;1;1;215;23.2;4.73;4.78;1;51;1;2264493.129;323499.0184;18.3
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9P219-1;CCDC88C;1;Protein Daple isoform Iso 1;0;11;2.81;2;2;2;1;2028;228.1;6.23;0;1;0;2;790645.3101;7187.684637;12.81
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8NC44-1;RETREG2;1;Reticulophagy regulator 2 isoform Iso 1;0;11;6.08;2;3;2;1;543;57.8;4.45;8.62;2;32;2;7206695.799;655154.1636;19.32
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NRD5-1;PICK1;1;PRKCA-binding protein isoform Iso 1;0;11;4.1;3;3;1;1;415;46.6;5.3;8.22;2;48;3;3875866.808;193793.3404;17.56
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q0IIM8-1;TBC1D8B;1;TBC1 domain family member 8B isoform Iso 1;0;11;2.32;3;10;2;1;1120;128.6;5.95;27.56;3;283;3;17895526.72;344144.7446;18.39
;;;;;;;;;;;;;;;;;;;;;
High;NX_O60658-1;PDE8A;1;High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A isoform Iso 1;0;11;2.41;1;1;1;1;829;93.2;6.11;3.24;1;38;1;601075.8105;14660.38562;13.84
;;;;;;;;;;;;;;;;;;;;;
High;NX_P04920-1;SLC4A2;1;Anion exchange protein 2 isoform A;0;11;3.22;2;3;2;1;1241;136.9;6.29;5.2;2;0;2;2070683.13;44057.08787;15.43
;;;;;;;;;;;;;;;;;;;;;
High;NX_P56381-1;ATP5E;1;ATP synthase subunit epsilon, mitochondrial isoform Iso 1;0;11;45.1;3;13;3;1;51;5.8;9.92;15.57;3;154;3;59402436.24;19800812.08;24.24
;;;;;;;;;;;;;;;;;;;;;
High;NX_O95167-1;NDUFA3;1;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 isoform Iso 1;0;11;50;3;5;3;1;84;9.3;8.46;6.16;2;57;2;15095224.31;3773806.077;21.85
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96BR1-1;SGK3;1;Serine/threonine-protein kinase Sgk3 isoform Iso 1;0;11;5.85;2;2;2;1;496;57.1;6.93;4.82;2;0;2;2041065.274;107424.4881;16.71
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q6UW56-3;ATRAID;1;All-trans retinoic acid-induced differentiation factor isoform Iso 3;0;11;13.73;1;2;1;1;284;30.3;8.28;;;0;1;961973.628;120246.7035;16.88
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q7Z7N9-1;TMEM179B;1;Transmembrane protein 179B isoform Iso 1;0;11;7.31;1;3;1;1;219;23.5;7.85;6.47;1;86;1;6831546.291;975935.1845;19.9
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BSU1-1;C16orf70;1;UPF0183 protein C16orf70 isoform Iso 1;0;11;5.45;2;3;2;1;422;47.5;7.72;4.9;2;46;2;3017834.704;158833.4055;17.28
;;;;;;;;;;;;;;;;;;;;;
High;NX_P08047-1;SP1;1;Transcription factor Sp1 isoform Iso 1;0;11;3.57;1;2;1;1;785;80.6;7.34;6.28;1;0;1;1164326.974;116432.6974;16.83
;;;;;;;;;;;;;;;;;;;;;
High;NX_P37275-2;ZEB1;1;Zinc finger E-box-binding homeobox 1 isoform Iso 2;0;11;2.04;2;4;2;1;1125;124;4.93;7.51;2;39;2;2882717.167;68636.12301;16.07
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96IW7-1;SEC22A;1;Vesicle-trafficking protein SEC22a isoform Iso 1;0;11;14.33;3;3;3;1;307;34.9;8.24;4.93;2;46;2;5150796.273;468254.2066;18.84
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q92574-1;TSC1;1;Hamartin isoform Iso 1;0;11;1.03;1;1;1;1;1164;129.7;6.47;3.7;1;36;1;367173.8483;6441.646462;12.65
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96S38-1;RPS6KC1;1;Ribosomal protein S6 kinase delta-1 isoform Iso 1;0;11;5.25;2;2;2;1;1066;118.6;4.87;3.93;2;0;1;1326608.137;22484.88369;14.46
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8TD43-1;TRPM4;1;Transient receptor potential cation channel subfamily M member 4 isoform Iso 1;0;11;4.04;3;3;3;1;1214;134.2;8.15;4.94;3;0;2;2506303.189;51149.04467;15.64
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8WXA3-1;RUFY2;1;RUN and FYVE domain-containing protein 2 isoform Iso 1;0;11;3.82;1;2;1;1;655;75;6.51;5.25;1;38;1;1013807.361;28161.31558;14.78
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9GZU3-1;TMEM39B;1;Transmembrane protein 39B isoform Iso 1;0;11;5.28;1;1;1;1;492;56.2;9.41;3.71;1;23;1;275418.8697;13115.18427;13.68
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UKP4-1;ADAMTS7;1;A disintegrin and metalloproteinase with thrombospondin motifs 7 isoform Iso 1;0;11;2.14;2;5;2;1;1686;184;6.2;3.02;2;36;2;7336790.664;138430.0125;17.08
;;;;;;;;;;;;;;;;;;;;;
High;NX_O94876-1;TMCC1;1;Transmembrane and coiled-coil domains protein 1 isoform Iso 1;0;11;4.44;2;3;1;1;653;72;6.55;6.56;2;40;2;2696684.462;84271.38943;16.36
;;;;;;;;;;;;;;;;;;;;;
High;NX_P55001-1;MFAP2;1;Microfibrillar-associated protein 2 isoform A;0;11;5.46;1;3;1;1;183;20.8;4.97;6.13;1;38;1;4003424.646;800684.9292;19.61
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y2X0-1;MED16;1;Mediator of RNA polymerase II transcription subunit 16 isoform Iso 1;0;11;2.85;2;2;2;1;877;96.7;7.37;4.64;2;52;2;1251533.425;32090.60064;14.97
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96RD7-1;PANX1;1;Pannexin-1 isoform Iso 1;0;11;3.29;1;4;1;1;426;48;6.01;8.27;1;56;1;2600502.15;152970.7147;17.22
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q6P4A7-1;SFXN4;1;Sideroflexin-4 isoform Iso 1;0;11;5.34;1;1;1;1;337;38;9.19;2.9;1;0;1;643583.1806;40223.94879;15.3
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BRY0-1;SLC39A3;1;Zinc transporter ZIP3 isoform Iso 1;0;11;7.01;1;1;1;1;314;33.6;6.87;3.66;1;33;1;2073885.713;296269.3876;18.18
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96G28-2;CFAP36;1;Cilia- and flagella-associated protein 36 isoform Iso 2;0;11;11.72;3;4;3;1;367;41.9;5.01;2.98;3;26;2;2761267.463;184084.4975;17.49
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q15120-2;PDK3;1;[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial isoform Iso 2;0;11;9.16;2;2;2;1;415;48;8.69;2.91;2;0;1;3247875.222;154660.7249;17.24
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BUM1-1;G6PC3;1;Glucose-6-phosphatase 3 isoform Iso 1;0;11;6.07;1;5;1;1;346;38.7;8.21;8.88;1;0;1;9707906.988;1213488.373;20.21
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NRG1-1;PRTFDC1;1;Phosphoribosyltransferase domain-containing protein 1 isoform Iso 1;0;11;13.33;3;6;2;1;225;25.7;6.15;7.96;3;55;3;9082308.272;908230.8272;19.79
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q15327-1;ANKRD1;1;Ankyrin repeat domain-containing protein 1 isoform Iso 1;0;11;5.02;1;2;1;1;319;36.2;7.5;5.47;1;38;1;1143349.144;67255.83197;16.04
;;;;;;;;;;;;;;;;;;;;;
High;NX_P07199-1;CENPB;1;Major centromere autoantigen B isoform Iso 1;0;11;8.85;3;3;3;1;599;65.1;4.55;5.82;3;64;2;4905458.786;245272.9393;17.9
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96DP5-1;MTFMT;1;Methionyl-tRNA formyltransferase, mitochondrial isoform Iso 1;0;11;3.86;1;2;1;1;389;43.8;9.66;5.54;1;30;1;3109608.304;124384.3322;16.92
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UQR1-1;ZNF148;1;Zinc finger protein 148 isoform Iso 1;0;11;3.27;3;4;3;1;794;88.9;6.48;5.72;3;67;3;3664275.159;114508.5987;16.81
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96JK2-1;DCAF5;1;DDB1- and CUL4-associated factor 5 isoform Iso 1;0;11;6.05;3;3;3;1;942;103.9;5.76;4.68;3;41;3;1307754.731;27244.89023;14.73
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q6ZVK8-1;NUDT18;1;8-oxo-dGDP phosphatase NUDT18 isoform Iso 1;0;11;4.33;1;1;1;1;323;35.5;6.23;3.85;1;62;1;764215.9049;47763.49406;15.54
;;;;;;;;;;;;;;;;;;;;;
High;NX_P03886-1;MT-ND1;1;NADH-ubiquinone oxidoreductase chain 1 isoform Iso 1;0;11;6.29;1;4;1;1;318;35.6;6.55;13.51;1;32;1;6883762.177;1147293.696;20.13
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96IF1-1;AJUBA;1;LIM domain-containing protein ajuba isoform Iso 1;0;11;2.42;1;2;1;1;538;56.9;7.14;5.16;1;38;1;2064023.551;73715.12684;16.17
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UG56-3;PISD;1;Phosphatidylserine decarboxylase proenzyme, mitochondrial isoform Iso 1;0;11;5.87;2;5;2;1;409;46.6;9.42;3.87;2;36;2;3403833.239;136153.3296;17.05
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y6G3-1;MRPL42;1;39S ribosomal protein L42, mitochondrial isoform Iso 1;0;11;10.56;1;3;1;1;142;16.7;8.35;10.92;1;41;1;12592305.57;3148076.392;21.59
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q2T9J0-1;TYSND1;1;Peroxisomal leader peptide-processing protease isoform Iso 1;0;11;3;1;3;1;1;566;59.3;6.2;6.13;1;30;1;3101956.225;155097.8112;17.24
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8WVP5-1;TNFAIP8L1;1;Tumor necrosis factor alpha-induced protein 8-like protein 1 isoform Iso 1;0;11;17.74;2;3;1;1;186;20.8;9.5;5.88;2;0;2;2004654.398;200465.4398;17.61
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96T21-1;SECISBP2;1;Selenocysteine insertion sequence-binding protein 2 isoform Iso 1;0;11;3.04;2;2;2;1;854;95.4;8.12;0;1;29;2;2834361.31;83363.56794;16.35
;;;;;;;;;;;;;;;;;;;;;
High;NX_P18827-1;SDC1;1;Syndecan-1 isoform Iso 1;0;11;6.13;1;3;1;1;310;32.4;4.63;7.49;1;70;1;2397273.462;342467.6374;18.39
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8IVH4-1;MMAA;1;Methylmalonic aciduria type A protein, mitochondrial isoform Iso 1;0;11;5.02;1;4;1;1;418;46.5;9.29;11.67;1;33;1;4755621.851;216164.6296;17.72
;;;;;;;;;;;;;;;;;;;;;
High;NX_P60002-1;ELOF1;1;Transcription elongation factor 1 homolog isoform Iso 1;0;11;21.69;1;5;1;1;83;9.5;8;15.18;1;41;1;8839889.585;8839889.585;23.08
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q6UWU4-2;C6orf89;1;Bombesin receptor-activated protein C6orf89 isoform Iso 2;0;11;3.67;1;3;1;1;354;40.7;6.47;9.44;1;48;1;2695203.352;192514.5251;17.55
;;;;;;;;;;;;;;;;;;;;;
High;NX_O75414-1;NME6;1;Nucleoside diphosphate kinase 6 isoform Iso 1;0;11;12.37;2;4;2;1;186;21.1;8.32;9.45;2;0;2;6464725.861;646472.5861;19.3
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8WUK0-1;PTPMT1;1;Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 isoform Iso 1;0;11;6.47;1;2;1;1;201;22.8;9.77;7.58;1;124;1;677766.4934;48411.89239;15.56
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BPZ7-1;MAPKAP1;1;Target of rapamycin complex 2 subunit MAPKAP1 isoform Iso 1;0;11;3.26;1;2;1;1;522;59.1;7.55;6.74;1;38;1;901725.754;36069.03016;15.14
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y2G3-1;ATP11B;1;Probable phospholipid-transporting ATPase IF isoform Iso 1;0;11;5.01;2;2;2;1;1177;134.1;6.96;2.38;1;0;2;3040026.846;59608.36952;15.86
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8TAD7-1;OCC1;1;Overexpressed in colon carcinoma 1 protein isoform Iso 1;0;11;34.92;1;2;1;1;63;6.4;6.57;5.26;1;0;1;6655857.885;2218619.295;21.08
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8WXI4-1;ACOT11;1;Acyl-coenzyme A thioesterase 11 isoform Iso 1;0;11;5.27;3;3;3;1;607;68.4;8.35;4.38;3;44;3;2531392.731;84379.75771;16.36
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UK58-1;CCNL1;1;Cyclin-L1 isoform Iso 1;0;11;2.85;1;2;1;1;526;59.6;10.7;5.84;1;32;1;2527804.051;126390.2026;16.95
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BQB6-1;VKORC1;1;Vitamin K epoxide reductase complex subunit 1 isoform Iso 1;0;11;7.98;1;6;1;1;163;18.2;9.36;19.32;1;175;1;50029203.13;12507300.78;23.58
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NTG7-1;SIRT3;1;NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform Iso 1;0;11;5.51;2;4;2;1;399;43.5;8.7;6.96;2;70;2;2848925.028;178057.8142;17.44
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NV56-1;MRGBP;1;MRG/MORF4L-binding protein isoform Iso 1;0;11;6.37;1;1;1;1;204;22.4;5.83;3.29;1;50;1;5566078.574;618453.1749;19.24
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8N5M9-1;JAGN1;1;Protein jagunal homolog 1 isoform Iso 1;0;11;7.1;1;1;1;1;183;21.1;9.73;3.7;1;40;1;990907.6825;165151.2804;17.33
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9P2H3-3;IFT80;1;Intraflagellar transport protein 80 homolog isoform IFT80-L;0;11;3.15;2;5;2;1;1080;123.2;7.08;5.19;2;0;1;5500098.625;112246.9107;16.78
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9H871-1;RMND5A;1;Protein RMD5 homolog A isoform Iso 1;0;11;5.63;2;5;2;1;391;44;6.06;9.61;2;57;2;3306240.28;150283.6491;17.2
;;;;;;;;;;;;;;;;;;;;;
High;NX_O00411-1;POLRMT;1;DNA-directed RNA polymerase, mitochondrial isoform Iso 1;0;11;4.55;3;3;3;1;1230;138.5;8.98;5.21;3;0;2;2775565.577;48694.13293;15.57
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q14249-1;ENDOG;1;Endonuclease G, mitochondrial isoform Iso 1;0;11;11.45;3;4;3;1;297;32.6;9.5;7.06;3;35;3;3641638.386;202313.2437;17.63
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8N4C6-7;NIN;1;Ninein isoform Iso 7;0;11;1.22;2;7;1;1;2133;248;5.03;13.98;2;199;2;59480499.24;535860.3535;19.03
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NVA4-1;TMEM184C;1;Transmembrane protein 184C isoform Iso 1;0;11;2.97;1;2;1;1;438;50.1;6.27;6.58;1;50;1;3167252.866;243634.8358;17.89
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96LT9-1;RNPC3;1;RNA-binding protein 40 isoform Iso 1;0;11;5.03;2;2;2;1;517;58.5;7.72;2.79;2;25;2;1986048.677;90274.93988;16.46
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q16854-1;DGUOK;1;Deoxyguanosine kinase, mitochondrial isoform Iso 1;0;11;9.03;1;3;1;1;277;32;8.66;10.89;1;0;1;1940590.508;149276.1929;17.19
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8N490-2;PNKD;1;Probable hydrolase PNKD isoform Iso 2;0;11;18.31;2;6;1;1;142;15.4;10.58;15.85;2;123;2;3162404.404;451772.0577;18.79
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96BQ5-1;CCDC127;1;Coiled-coil domain-containing protein 127 isoform Iso 1;0;11;8.46;2;2;2;1;260;30.8;9.2;4.99;2;25;2;1931073.326;137933.809;17.07
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q08117-2;AES;1;Amino-terminal enhancer of split isoform Iso 2;0;11;16.29;2;2;2;1;264;29.1;8.9;2.34;2;0;2;2498024.731;249802.4731;17.93
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q16773-1;KYAT1;1;Kynurenine--oxoglutarate transaminase 1 isoform Iso 1;0;11;12.8;3;3;3;1;422;47.8;6.47;5.35;3;0;2;1121640.727;80117.19475;16.29
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y6W3-1;CAPN7;1;Calpain-7 isoform Iso 1;0;11;5.41;3;3;3;1;813;92.6;7.65;4.99;2;49;3;3440289.745;68805.79489;16.07
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8IY47-1;KBTBD2;1;Kelch repeat and BTB domain-containing protein 2 isoform Iso 1;0;11;6.1;3;3;3;1;623;71.3;5.62;4.62;3;27;3;1458544.098;47049.80961;15.52
;;;;;;;;;;;;;;;;;;;;;
High;NX_P49641-3;MAN2A2;1;Alpha-mannosidase 2x isoform Iso 3;0;11;1.91;2;4;1;1;1150;130.5;6.84;7.58;2;61;2;9526208.496;183196.3172;17.48
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BV79-1;MECR;1;Enoyl-[acyl-carrier-protein] reductase, mitochondrial isoform Iso 1;0;11;6.17;2;7;2;1;373;40.4;8.76;10.31;2;37;2;20896794.44;1607445.726;20.62
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q02447-1;SP3;1;Transcription factor Sp3 isoform Iso 1;0;11;3.59;1;2;1;1;781;81.9;5.26;8.64;1;0;1;2756386.057;306265.1174;18.22
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q15633-1;TARBP2;1;RISC-loading complex subunit TARBP2 isoform Iso 1;0;11;6.83;2;2;2;1;366;39;6.54;5.92;2;39;2;2695231.603;192516.5431;17.55
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BXL7-1;CARD11;1;Caspase recruitment domain-containing protein 11 isoform Iso 1;0;11;3.9;3;3;3;1;1154;133.2;6.09;5.58;3;0;3;2464638.819;41077.31365;15.33
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BVV7-1;TIMM21;1;Mitochondrial import inner membrane translocase subunit Tim21 isoform Iso 1;0;11;8.47;2;3;2;1;248;28.2;9.7;6.64;2;38;2;4643238.992;290202.437;18.15
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96LT7-1;C9orf72;1;Guanine nucleotide exchange C9orf72 isoform Iso 1;0;11;3.33;1;3;1;1;481;54.3;6.23;9.46;1;0;1;3909088.668;177685.8486;17.44
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y241-1;HIGD1A;1;HIG1 domain family member 1A, mitochondrial isoform Iso 1;0;11;19.35;1;2;1;1;93;10.1;9.79;;;35;1;3380246.58;676049.316;19.37
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NX07-1;TRNAU1AP;1;tRNA selenocysteine 1-associated protein 1 isoform Iso 1;0;11;12.89;2;2;2;1;287;32.5;4.74;2.18;1;0;2;1349796.997;134979.6997;17.04
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q86WR7-1;PROSER2;1;Proline and serine-rich protein 2 isoform Iso 1;0;11;5.75;2;4;2;1;435;45.8;7.2;2.26;2;32;2;5418409.292;270920.4646;18.05
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8WXC6-2;COPS9;1;COP9 signalosome complex subunit 9 isoform Iso 1;0;11;100;2;5;2;1;57;6.2;3.83;8.54;1;0;2;3713587.088;3713587.088;21.82
;;;;;;;;;;;;;;;;;;;;;
High;NX_P27482-1;CALML3;1;Calmodulin-like protein 3 isoform Iso 1;0;11;23.49;3;28;1;1;149;16.9;4.42;27.53;3;260;3;325786589.5;29616962.68;24.82
;;;;;;;;;;;;;;;;;;;;;
High;NX_P41440-1;SLC19A1;1;Folate transporter 1 isoform Iso 1;0;11;5.08;1;4;1;1;591;64.8;8.95;15.69;1;29;1;2961524.58;134614.7537;17.04
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8WV92-1;MITD1;1;MIT domain-containing protein 1 isoform Iso 1;0;11;11.65;2;3;2;1;249;29.3;8;3.43;2;38;1;4380912.931;365076.0775;18.48
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NR00-1;C8orf4;1;Protein C8orf4 isoform Iso 1;0;11;15.09;1;3;1;1;106;12.3;10.14;5.11;1;0;1;2982357.546;745589.3865;19.51
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96KQ4-1;PPP1R13B;1;Apoptosis-stimulating of p53 protein 1 isoform Iso 1;0;11;1.28;1;1;1;1;1090;119.5;6.76;3.64;1;62;1;965506.7357;21943.3349;14.42
;;;;;;;;;;;;;;;;;;;;;
High;NX_O14798-1;TNFRSF10C;1;Tumor necrosis factor receptor superfamily member 10C isoform Iso 1;0;11;5.79;1;2;1;1;259;27.4;4.82;7.46;1;112;1;1504819.282;250803.2137;17.94
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96DC7-1;TMCO6;1;Transmembrane and coiled-coil domain-containing protein 6 isoform Iso 1;0;11;4.67;1;1;1;1;493;54.4;5.81;4.17;1;23;1;756641.7654;58203.21272;15.83
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UBN6-1;TNFRSF10D;1;Tumor necrosis factor receptor superfamily member 10D isoform Iso 1;0;10;11.66;2;3;2;1;386;41.8;6.54;0;1;0;2;1626210.186;90345.01033;16.46
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NX74-1;DUS2;1;tRNA-dihydrouridine(20) synthase [NAD(P)+]-like isoform Iso 1;0;10;8.92;3;3;3;1;493;55;7.11;6.55;3;0;3;4394853.651;133177.3834;17.02
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NRW3-1;APOBEC3C;1;DNA dC->dU-editing enzyme APOBEC-3C isoform Iso 1;0;10;12.63;2;3;2;1;190;22.8;7.59;3.46;1;0;2;7189882.82;718988.282;19.46
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96C12-1;ARMC5;1;Armadillo repeat-containing protein 5 isoform Iso 1;0;10;1.71;1;1;1;1;935;97.6;7.11;3.68;1;29;1;679046.7167;19401.33476;14.24
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UKJ3-1;GPATCH8;1;G patch domain-containing protein 8 isoform Iso 1;0;10;1.6;2;2;2;1;1502;164.1;8.66;5.11;2;58;2;2221950.13;38981.58124;15.25
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q969H6-1;POP5;1;Ribonuclease P/MRP protein subunit POP5 isoform Iso 1;0;10;7.36;1;2;1;1;163;18.8;7.27;5.96;1;69;1;7129123.675;792124.8527;19.6
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8WUR7-1;C15orf40;1;UPF0235 protein C15orf40 isoform Iso 1;0;10;8.5;1;3;1;1;153;16.3;9.83;5.22;1;69;1;6547340.986;1309468.197;20.32
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8TC26-1;TMEM163;1;Transmembrane protein 163 isoform Iso 1;0;10;9.69;1;2;1;1;289;31.4;7.53;6.35;1;0;1;2008894.854;125555.9284;16.94
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NWB6-1;ARGLU1;1;Arginine and glutamate-rich protein 1 isoform Iso 1;0;10;15.75;5;13;5;1;273;33.2;10.35;7.78;4;90;5;12338462.89;1121678.445;20.1
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NPJ6-1;MED4;1;Mediator of RNA polymerase II transcription subunit 4 isoform Iso 1;0;10;6.3;1;3;1;1;270;29.7;5.1;5.66;1;32;1;2591145.91;172743.0607;17.4
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8N6T7-1;SIRT6;1;NAD-dependent protein deacetylase sirtuin-6 isoform Iso 1;0;10;6.2;1;3;1;1;355;39.1;9.19;10.77;1;0;1;3566004.366;198111.3537;17.6
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q7L1S5-1;CHST9;1;Carbohydrate sulfotransferase 9 isoform Iso 1;0;10;4.29;1;12;1;1;443;52;9.38;7.76;1;0;1;32601734.46;1417466.716;20.43
;;;;;;;;;;;;;;;;;;;;;
